,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,coordinateX-WGS84,coordinateY-WGS84,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
64,Pipistrellus_pygmaeus,HomeRange,163.6,67.1,0.41,Mean,MCP&HomingIn/triangulation,ha,23,individual,1,roost,UnitedKingdom,50.98,-1.71,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
65,Pipistrellus_pygmaeus,HomeRange,4.7,NA,NA,Mean,Kernel&HomingIn/triangulation,ha,23,individual,1,roost,UnitedKingdom,50.98,-1.71,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
66,Pipistrellus_pipistrellus,HomeRange,11.5,NA,NA,Mean,Kernel&HomingIn/triangulation,ha,23,individual,3,roost,UnitedKingdom,-0.019588601,-0.578034682,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
67,Pipistrellus_pygmaeus,MaxNightlyDistance,1715.4,448,0.26,Mean,NA&HomingIn/triangulation,m,23,individual,1,roost,UnitedKingdom,50.98,-1.71,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
68,Pipistrellus_pipistrellus,MaxNightlyDistance,1492,684,0.46,Mean,NA&HomingIn/triangulation,m,23,individual,3,roost,UnitedKingdom,-0.019588601,-0.578034682,Davidson-Watts & Jones (2006),"Davidson‐Watts, I., & Jones, G. (2006). Differences in foraging behaviour between Pipistrellus pipistrellus (Schreber, 1774) and Pipistrellus pygmaeus (Leach, 1825). Journal of Zoology, 268(1), 55-62.",Sex_Female,Age_Adult/Subadult,NA
69,Eptesicus_nilssonii,HomeRange,757.6,1857,2.45,Mean,MCP&NA,ha,14,individual,1,roost,Sweden,59.81,17.25,De Jong (1994),"De Jong, J. (1994). Habitat use, home-range and activity pattern of the northern bat, Eptesicus nilssoni, in a hemiboreal coniferous forest. Mammalia, 58(4), 535-548.",Sex_Female,Age_Adult/Subadult,NA
70,Eptesicus_nilssonii,HomeRange,165.63,324.82,1.96,Mean,MCP&NA,ha,88,individual,1,roost,Sweden,59.81,17.25,De Jong (1994),"De Jong, J. (1994). Habitat use, home-range and activity pattern of the northern bat, Eptesicus nilssoni, in a hemiboreal coniferous forest. Mammalia, 58(4), 535-548.",Sex_Female,Age_Adult/Subadult,NA
71,Eptesicus_nilssonii,MeanNightlyDistance,15000,NA,NA,Mean,NA&NA,m,14,individual,1,roost,Sweden,59.81,17.25,De Jong (1994),"De Jong, J. (1994). Habitat use, home-range and activity pattern of the northern bat, Eptesicus nilssoni, in a hemiboreal coniferous forest. Mammalia, 58(4), 535-548.",Sex_Female,Age_Adult/Subadult,NA
72,Nyctalus_noctula,HomeRange,216460.87,169752.17,0.78,Mean,MCP95&HomingIn/triangulation,ha,23,individual,2,roost,Switzerland,47.649928/47.696738,9.186123/9.117721,Dechmann et al. (2014),"Dechmann, D. K., Wikelski, M., Varga, K., Yohannes, E., Fiedler, W., Safi, K., ... & O'Mara, M. T. (2014). Tracking post-hibernation behavior and early migration does not reveal the expected sex-differences in a “female-migrating” bat. PLoS One, 9(12).",Sex_Female,Age_Adult/Subadult,NA
73,Myotis_bechsteinii,HomeRange,25.49,13.34,0.52,Mean,MCP&Triangulation,ha,20,individual,1,roost,Luxembourg,49.809202,6.371538,Dietz & Pir (2009),"Dietz, M., & Pir, J. B. (2009). Distribution and habitat selection of Myotis bechsteinii in Luxembourg: implications for forest management and conservation. Folia Zoologica, 58(3), 327.",Sex_NA,Age_Adult/Subadult,NA
74,Myotis_bechsteinii,MeanNightlyDistance,277.4,179.15,0.65,Mean,NA&Triangulation,m,20,individual,1,roost,Luxembourg,49.809202,6.371538,Dietz & Pir (2009),"Dietz, M., & Pir, J. B. (2009). Distribution and habitat selection of Myotis bechsteinii in Luxembourg: implications for forest management and conservation. Folia Zoologica, 58(3), 327.",Sex_NA,Age_Adult/Subadult,NA
75,Myotis_daubentonii,MaxNightlyDistance,6300,NA,NA,Mean,NA&HomingIn/biangulation,m,30,individual,6,roost,Germany,NA,NA,Dietz et al. (2006),"Dietz, M., Encarnação, J. A., & Kalko, E. K. (2006). Small scale distribution patterns of female and male Daubenton's bats (Myotis daubentonii). Acta Chiropterologica, 8(2), 403-415.",Sex_Female,Age_Adult/Subadult,NA
76,Myotis_daubentonii,MeanNightlyDistance,2300,1400,0.61,Mean,NA&HomingIn/biangulation,m,30,individual,6,roost,Germany,NA,NA,Dietz et al. (2006),"Dietz, M., Encarnação, J. A., & Kalko, E. K. (2006). Small scale distribution patterns of female and male Daubenton's bats (Myotis daubentonii). Acta Chiropterologica, 8(2), 403-415.",Sex_Female,Age_Adult/Subadult,NA
77,Myotis_emarginatus,HomeRange,694.71,433.36,0.62,Mean,MCP100&Triangulation,ha,8,individual,1,roost,Luxembourg,49.71,6.11,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Female,Age_Adult/Subadult,NA
78,Myotis_emarginatus,HomeRange,495.88,162.79,0.33,Mean,MCP100&Triangulation,ha,4,individual,1,roost,Luxembourg,49.53,6.35,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Female,Age_Adult/Subadult,NA
79,Rhinolophus_ferrumequinum,HomeRange,1365.2,1517.52,1.11,Mean,MCP100&Triangulation,ha,14,individual,1,roost,Luxembourg,49.53,6.35,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Mixed,Age_Mixed,NA
80,Myotis_emarginatus,MaxNightlyDistance,6186.18,2211.71,0.36,Mean,NA&Triangulation,m,4,individual,1,roost,Luxembourg,49.53,6.35,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Female,Age_Adult/Subadult,NA
81,Myotis_emarginatus,MaxNightlyDistance,5486.86,1544.62,0.28,Mean,NA&Triangulation,m,8,individual,1,roost,Luxembourg,49.71,6.11,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Female,Age_Adult/Subadult,NA
82,Rhinolophus_ferrumequinum,MaxNightlyDistance,5161.41,2941.45,0.57,Mean,NA&Triangulation,m,14,individual,1,roost,Luxembourg,49.53,6.35,Dietz et al. (2013),"Dietz, M., Pir, J. B., & Hillen, J. (2013). Does the survival of greater horseshoe bats and Geoffroy’s bats in Western Europe depend on traditional cultural landscapes?. Biodiversity and conservation, 22(13-14), 3007-3025.",Sex_Mixed,Age_Mixed,NA
83,Rhinolophus_hipposideros,HomeRange,310.81,302.18,0.97,Mean,MCP100&Triangulation,ha,15,individual,1,roost,UnitedKingdom,51.83014,-1.757509,Downs et al. (2016),"Downs, N. C., Cresswell, W. J., Reason, P., Sutton, G., Wells, D., Williams, L., & Wray, S. (2016). Activity patterns and use of night roosts by lesser horseshoe bats Rhinolophus hipposideros (Borkhausen, 1797). Acta Chiropterologica, 18(1), 223-237.",Sex_Mixed,Age_Adult/Subadult,NA
84,Rhinolophus_hipposideros,MaxNightlyDistance,2206.6,1082.55,0.49,Mean,NA&Triangulation,m,15,individual,1,roost,UnitedKingdom,51.83014,-1.757509,Downs et al. (2016),"Downs, N. C., Cresswell, W. J., Reason, P., Sutton, G., Wells, D., Williams, L., & Wray, S. (2016). Activity patterns and use of night roosts by lesser horseshoe bats Rhinolophus hipposideros (Borkhausen, 1797). Acta Chiropterologica, 18(1), 223-237.",Sex_Mixed,Age_Adult/Subadult,NA
85,Myotis_myotis,MeanNightlyDistance,4179.23,2331.15,0.56,Mean,NA&HomingIn/triangulation/Estimation_signal_strength,m,26,individual,1,roost,Italy,46.58508,11.202642,Drescher (2004),"Drescher, C. (2004). Radiotracking of Myotis myotis (Chiroptera, Vespertilionidae) in South Tyrol and implications for its conservation. Mammalia, 68(4), 387-395.",Sex_Mixed,Age_Mixed,NA
86,Rhinolophus_ferrumequinum,MeanNightlyDistance,2180,NA,NA,Mean,NA&NA,m,49,individual,3,roost,UnitedKingdom,NA,NA,Duvergé & Jones (1994),"Duvergé, P. L., & Jones, G. (1994). Greater horseshoe bats-activity, foraging behaviour and habitat use. British Wildlife, 6, 69-69.",Sex_Mixed,Age_Adult/Subadult,NA
87,Myotis_daubentonii,HomeRange,3894.44,1577.86,0.41,Mean,MCP100&HomingIn/biangulation,ha,54,individual,27,roost,Germany,NA,NA,Encarnação (2012),"Encarnação, J. A. (2012). Spatiotemporal pattern of local sexual segregation in a tree-dwelling temperate bat Myotis daubentonii. Journal of ethology, 30(2), 271-278.",Sex_Mixed,Age_Adult/Subadult,NA
88,Myotis_daubentonii,MaxNightlyDistance,3150.02,1750.15,0.56,Mean,NA&HomingIn/biangulation,m,47,individual,1,roost,Germany,50.6578,8.7523,Encarnação et al. (2005),"Encarnação, J. A., Kierdorf, U., Holweg, D., Jasnoch, U., & Wolters, V. (2005). Sex‐related differences in roost‐site selection by Daubenton's bats Myotis daubentonii during the nursery period. Mammal Review, 35(3‐4), 285-294.",Sex_Mixed,Age_Adult/Subadult,NA
89,Pipistrellus_pipistrellus,MeanNightlyDistance,168.8,118.8,0.7,Mean,NA&NA,m,8,individual,NA,roost,Germany,NA,NA,Feyerabend & Simon (2000),"Feyerabend, F., & Simon, M. (2000). Use of roosts and roost switching in a summer colony of 45 kHz phonic type pipistrelle bats (Pipistrellus pipistrellus Schreber, 1774). Myotis, 38, 51-59.",Sex_Mixed,Age_Adult/Subadult,NA
90,Myotis_bechsteinii,HomeRange,4.13,4.46,1.08,Mean,MCP95&HomingIn/biangulation,ha,8,individual,1,roost,UnitedKingdom,51.034903,-0.60881,Fitzsimons et al. (2002),"Fitzsimons, P., Hill, D., & Greenaway, F. (2002). Patterns of habitat use by female Bechstein’s bats (Myotis bechsteinii) from a maternity colony in a British woodland. School of Biological Sciences, University of Sussex.",Sex_Female,Age_Adult/Subadult,NA
91,Myotis_bechsteinii,MeanNightlyDistance,795.63,384.48,0.48,Mean,NA&HomingIn/biangulation,m,8,individual,1,roost,UnitedKingdom,51.034903,-0.60881,Fitzsimons et al. (2002),"Fitzsimons, P., Hill, D., & Greenaway, F. (2002). Patterns of habitat use by female Bechstein’s bats (Myotis bechsteinii) from a maternity colony in a British woodland. School of Biological Sciences, University of Sussex.",Sex_Female,Age_Adult/Subadult,NA
92,Rhinolophus_ferrumequinum,HomeRange,148.08,94.31,0.64,Mean,MCP100&HomingIn/triangulation/Estimation_signal_strength,ha,12,individual,1,roost,UnitedKingdom,50.6336,-2.0541,Flanders & Jones (2009),"Flanders, J., & Jones, G. (2009). Roost use, ranging behavior, and diet of greater horseshoe bats (Rhinolophus ferrumequinum) using a transitional roost. Journal of Mammalogy, 90(4), 888-896.",Sex_Female,Age_Adult/Subadult,NA
93,Rhinolophus_ferrumequinum,HomeRange,49.42,18.11,0.37,Mean,Kernel90&HomingIn/triangulation/Estimation_signal_strength,ha,12,individual,1,roost,UnitedKingdom,50.6336,-2.0541,Flanders & Jones (2009),"Flanders, J., & Jones, G. (2009). Roost use, ranging behavior, and diet of greater horseshoe bats (Rhinolophus ferrumequinum) using a transitional roost. Journal of Mammalogy, 90(4), 888-896.",Sex_Female,Age_Adult/Subadult,NA
94,Rhinolophus_ferrumequinum,MaxNightlyDistance,2213.33,1023.34,0.46,Mean,NA&HomingIn/triangulation/Estimation_signal_strength,m,12,individual,1,roost,UnitedKingdom,50.6336,-2.0541,Flanders & Jones (2009),"Flanders, J., & Jones, G. (2009). Roost use, ranging behavior, and diet of greater horseshoe bats (Rhinolophus ferrumequinum) using a transitional roost. Journal of Mammalogy, 90(4), 888-896.",Sex_Female,Age_Adult/Subadult,NA
95,Myotis_emarginatus,MaxNightlyDistance,3488.71,1365.74,0.39,Mean,NA&HomingIn/triangulation,m,14,individual,1,roost,Spain,42.060705,3.144102,Flaquer et al. (2008),"Flaquer, C., Puig-Montserrat, X., Burgas, A., & Russo, D. (2008). Habitat selection by Geoffroy's bats (Myotis emarginatus) in a rural Mediterranean landscape: implications for conservation. Acta Chiropterologica, 10(1), 61-67.",Sex_Mixed,Age_Mixed,NA
96,Myotis_emarginatus,MeanNightlyDistance,2557.64,1360.51,0.53,Mean,NA&HomingIn/triangulation,m,14,individual,1,roost,Spain,42.060705,3.144102,Flaquer et al. (2008),"Flaquer, C., Puig-Montserrat, X., Burgas, A., & Russo, D. (2008). Habitat selection by Geoffroy's bats (Myotis emarginatus) in a rural Mediterranean landscape: implications for conservation. Acta Chiropterologica, 10(1), 61-67.",Sex_Mixed,Age_Mixed,NA
97,Pipistrellus_nathusii,MaxNightlyDistance,3772.36,1102.65,0.29,Mean,NA&HomingIn,m,14,individual,1,roost,Spain,40.7,0.83,Flaquer et al. (2009),"Flaquer, C., Puig-Montserrat, X., Goiti, U., Vidal, F., Curcó, A., & Russo, D. (2009). Habitat selection in Nathusius' pipistrelle (Pipistrellus nathusii): the importance of wetlands. Acta Chiropterologica, 11(1), 149-155.",Sex_Mixed,Age_NA,NA
98,Pipistrellus_nathusii,MeanNightlyDistance,1999.14,705.21,0.35,Mean,NA&HomingIn,m,14,individual,1,roost,Spain,40.7,0.83,Flaquer et al. (2009),"Flaquer, C., Puig-Montserrat, X., Goiti, U., Vidal, F., Curcó, A., & Russo, D. (2009). Habitat selection in Nathusius' pipistrelle (Pipistrellus nathusii): the importance of wetlands. Acta Chiropterologica, 11(1), 149-155.",Sex_Mixed,Age_NA,NA
99,Rhinolophus_ferrumequinum,HomeRange,847.86,902.95,1.06,Mean,MCP100&Triangulation/Biangulation,ha,14,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
100,Myotis_emarginatus,HomeRange,637.69,634.57,1,Mean,MCP100&Triangulation/Biangulation,ha,13,individual,1,roost,France,43.657419,4.447938,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
101,Myotis_emarginatus,HomeRange,324.91,301.99,0.93,Mean,MCP100&Triangulation/Biangulation,ha,11,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
102,Rhinolophus_ferrumequinum,HomeRange,1069.89,1144.34,1.07,Mean,MCP100&Triangulation/Biangulation,ha,19,individual,1,roost,France,43.657419,4.447938,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
103,Rhinolophus_ferrumequinum,MaxNightlyDistance,6525.57,3679.47,0.56,Mean,NA&Triangulation/Biangulation,m,14,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
104,Myotis_emarginatus,MaxNightlyDistance,6289.85,3646,0.58,Mean,NA&Triangulation/Biangulation,m,13,individual,1,roost,France,43.657419,4.447938,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
105,Rhinolophus_ferrumequinum,MaxNightlyDistance,5675.84,4207.45,0.74,Mean,NA&Triangulation/Biangulation,m,19,individual,1,roost,France,43.657419,4.447938,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
106,Myotis_emarginatus,MaxNightlyDistance,5059.36,1872.99,0.37,Mean,NA&Triangulation/Biangulation,m,11,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
107,Rhinolophus_ferrumequinum,MeanNightlyDistance,5000,NA,NA,Mean,NA&Triangulation/Biangulation,m,14,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
108,Myotis_emarginatus,MeanNightlyDistance,4300,NA,NA,Mean,NA&Triangulation/Biangulation,m,13,individual,1,roost,France,43.657419,4.447938,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
109,Myotis_emarginatus,MeanNightlyDistance,3800,NA,NA,Mean,NA&Triangulation/Biangulation,m,11,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_NA,Age_Mixed,NA
